PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM_ID,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply8,Davide,Calabria,Italy,12/6/1996,1,2,Defender,177,77,R
ply9,Sergino,Dest,USA,11/3/2000,1,21,Defender,175,62,R
ply10,Alessandro,Florenzi,Italy,3/11/1991,1,25,Defender,173,67,R
ply11,Matteo,Gabbia,Italy,10/21/1999,1,46,Defender,186,78,R
ply12,Theo,Hernandez,France,10/6/1997,1,19,Defender,184,81,L
ply13,Pierre,Kalulu,France,6/5/2000,1,20,Defender,179,69,R
ply14,Simon,Kj?,Denmark,3/26/1989,1,24,Defender,191,82,R
ply15,Malick,Thiaw,Germany,8/8/2001,1,28,Defender,194,80,
ply16,Fikayo,Tomori,England,12/19/1997,1,23,Defender,184,78,R
ply17,Yacine,Adli,France,7/29/2000,1,7,Midfielder,186,73,R
ply18,Tiemoue,Bakayoko,France,8/17/1994,1,14,Midfielder,189,77,R
ply19,Ismael,Bennacer,Algeria,12/1/1997,1,4,Midfielder,175,70,L
ply20,Brahim,Diaz,Spain,8/3/1999,1,10,Midfielder,171,68,
ply21,Charles De,Ketelaere,Belgium,3/10/2001,1,90,Midfielder,192,74,L
ply22,Rade,Krunic,Bosnia-Herzegovina,10/7/1993,1,33,Midfielder,184,74,R
ply23,Tommaso,Pobega,Italy,7/15/1999,1,32,Midfielder,188,75,
ply24,Sandro,Tonali,Italy,5/8/2000,1,8,Midfielder,181,79,R
ply25,Aster,Vranckx,Belgium,10/4/2002,1,40,Midfielder,183,78,R
ply26,Olivier,Giroud,France,9/30/1986,1,9,Forward,193,91,L
ply27,Zlatan,Ibrahimovic,Sweden,10/3/1981,1,11,Forward,195,95,
ply28,Marko,Lazetic,Serbia,1/22/2004,1,22,Forward,190,79,R
ply29,Junior,Messias,Brazil,5/13/1991,1,30,Forward,174,70,L
ply30,Divock,Origi,Belgium,4/18/1995,1,27,Forward,185,75,R
ply31,Rafael,Leao,Portugal,6/10/1999,1,17,Forward,188,81,R
ply32,Ante,Rebic,Croatia,9/21/1993,1,12,Forward,185,78,R
ply33,Alexis,Saelemaekers,Belgium,6/27/1999,1,56,Forward,180,72,R
ply34,Jay,Gorter,Netherlands,5/30/2000,2,16,Goalkeeper,190,,R
ply35,Remko,Pasveer,Netherlands,11/8/1983,2,22,Goalkeeper,187,88,R
ply36,Maarten,Stekelenburg,Netherlands,9/22/1982,2,1,Goalkeeper,197,84,R
ply37,Youri,Baas,Netherlands,3/17/2003,2,25,Defender,182,71,L
ply38,Calvin,Bassey,Nigeria,12/31/1999,2,3,Defender,185,76,L
ply39,Daley,Blind,Netherlands,3/9/1990,2,17,Defender,180,72,L
ply40,Ahmetcan,Kaplan,Turkey,1/16/2003,2,13,Defender,190,72,L
ply41,Lisandro,Magallan,Argentina,9/27/1993,2,29,Defender,185,79,R
ply42,Kik,Pierie,Netherlands,7/20/2000,2,39,Defender,183,72,L
ply43,Youri,Regeer,Netherlands,8/18/2003,2,26,Defender,177,,R
ply44,Devyne,Rensch,Netherlands,1/18/2003,2,15,Defender,179,,
ply45,Jorge,Sanchez,Mexico,12/10/1997,2,19,Defender,175,71,R
ply46,Jurrien,Timber,Netherlands,6/17/2001,2,2,Defender,179,62,R
ply47,Owen,Wijndal,Netherlands,11/28/1999,2,5,Defender,176,65,L
ply48,Edson,Alvarez,Mexico,10/24/1997,2,4,Midfielder,187,72,R
ply49,Steven,Berghuis,Netherlands,12/19/1991,2,23,Midfielder,182,75,L
ply50,Kian,Fitz-Jim,Netherlands,7/5/2003,2,28,Midfielder,,,R
ply51,Florian,Grillitsch,Austria,8/7/1995,2,21,Midfielder,187,77,R
ply52,Davy,Klaassen,Netherlands,2/21/1993,2,6,Midfielder,179,70,R
ply53,Kenneth,Taylor,Netherlands,5/16/2002,2,8,Midfielder,182,66,L
ply54,Steven,Bergwijn,Netherlands,10/8/1997,2,7,Forward,178,69,R
ply55,Brian,Brobbey,Netherlands,2/1/2002,2,9,Forward,180,72,R
ply56,Francisco,Conceicao,Portugal,12/14/2002,2,35,Forward,170,60,L
ply57,Mohammed,Kudus,Ghana,8/2/2000,2,20,Forward,177,70,L
ply58,Lorenzo,Lucca,Italy,9/10/2000,2,18,Forward,201,80,R
ply59,Lucas,Ocampos,Argentina,7/11/1994,2,11,Forward,187,84,
ply60,Dusan,Tadic,Serbia,11/20/1988,2,10,Forward,181,76,L
ply61,Anton,Scheutjens,Netherlands,5/1/1968,2,,Goalkeeping,183,81,
ply62,Tommaso,Bertini,Italy,1/13/2004,3,47,Goalkeeper,188,,R
ply63,Juan,Musso,Argentina,5/6/1994,3,1,Goalkeeper,191,93,R
ply64,Francesco,Rossi,Italy,4/27/1991,3,31,Goalkeeper,193,83,R
ply65,Marco,Sportiello,Italy,5/10/1992,3,57,Goalkeeper,192,87,R
ply66,Merih,Demiral,Turkey,3/5/1998,3,28,Defender,192,87,R
ply67,Berat,Djimsiti,Albania,2/19/1993,3,19,Defender,191,83,R
ply68,Hans,Hateboer,Netherlands,1/9/1994,3,33,Defender,187,74,R
ply69,Joakim,M?le,Denmark,5/20/1997,3,3,Defender,185,79,R
ply70,Caleb,Okoli,Italy,7/13/2001,3,5,Defender,189,72,R
ply71,Jose,Palomino,Argentina,1/5/1990,3,6,Defender,188,87,L
ply72,Matteo,Ruggeri,Italy,7/11/2002,3,22,Defender,187,69,L
ply73,Giorgio,Scalvini,Italy,12/11/2003,3,42,Defender,194,76,R
ply74,Brandon,Soppy,France,2/21/2002,3,93,Defender,181,80,R
ply75,Rafael,Toloi,Italy,10/10/1990,3,2,Defender,185,75,R
ply76,Davide,Zappacosta,Italy,6/11/1992,3,77,Defender,182,70,R
ply77,Marten de,Roon,Netherlands,3/29/1991,3,15,Midfielder,185,76,R
ply78,,Ederson,Brazil,7/7/1999,3,13,Midfielder,185,86,R
ply79,Teun,Koopmeiners,Netherlands,2/28/1998,3,7,Midfielder,184,77,L
ply80,Ruslan,Malinovskiy,Ukraine,5/4/1993,3,18,Midfielder,181,79,L
ply81,Mario,Pasalic,Croatia,2/9/1995,3,88,Midfielder,189,82,R
ply82,Nadir,Zortea,Italy,6/19/1999,3,21,Midfielder,176,65,R
ply83,Jeremie,Boga,Ivory Coast,1/3/1997,3,10,Forward,174,68,R
ply84,Rasmus,H?lund,Denmark,2/4/2003,3,17,Forward,185,,L
ply85,Ademola,Lookman,Nigeria,10/20/1997,3,11,Forward,174,71,R
ply86,Luis,Muriel,Colombia,4/16/1991,3,9,Forward,179,75,R
ply87,Duvan,Zapata,Colombia,4/1/1991,3,91,Forward,189,88,R
ply88,Antonio,Gomis,Spain,5/20/2003,,13,Goalkeeper,188,80,L
ply89,Ivo,Grbic,Croatia,1/18/1996,4,1,Goalkeeper,195,83,R
ply90,Jan,Oblak,Slovenia,1/7/1993,4,13,Goalkeeper,188,87,R
ply91,Sergio,Mestre,Spain,2/13/2005,4,51,Goalkeeper,,,
ply92,Adrian,Corral,Spain,1/5/2003,4,48,Defender,183,77,L
ply93,Santiago,Arias,Colombia,1/13/1992,4,,Defender,177,72,R
ply94,Felipe,Monteiro,Brazil,5/16/1989,4,18,Defender,190,84,R
ply95,Fran,Gonzalez,Spain,8/13/1998,4,38,Defender,190,,R
ply96,Jose,Gimenez,Uruguay,1/20/1995,4,2,Defender,185,80,R
ply97,Ibrahima,Camara,Spain,1/18/2003,4,47,Defender,180,75,
ply98,Marco,Moreno,Spain,2/20/2001,4,36,Defender,191,,R
ply99,Mario,Hermoso,Spain,6/18/1995,4,22,Defender,184,76,L
ply100,Nahuel,Molina,Argentina,4/6/1998,4,16,Defender,175,72,R
ply101,,Reguilon,Spain,12/16/1996,4,3,Defender,178,68,L
ply102,,Reinildo,Mozambique,1/21/1994,4,23,Defender,180,73,L
ply103,Stefan,Savic,Montenegro,1/8/1991,4,15,Defender,187,80,R
ply104,Sergio,Diez,Spain,7/28/2003,4,30,Defender,180,75,R
ply105,Axel,Witsel,Belgium,1/12/1989,4,20,Defender,186,81,R
ply106,Alberto,Moreno,Spain,4/19/2002,4,32,Midfielder,,,
ply107,Yannick,Carrasco,Belgium,9/4/1993,4,21,Midfielder,181,73,R
ply108,Rodrigo de,Paul,Argentina,5/24/1994,4,5,Midfielder,180,70,R
ply109,,Koke,Spain,1/8/1992,4,6,Midfielder,176,75,R
ply110,Geoffrey,Kondogbia,Central Afr. Republic,2/15/1993,4,4,Midfielder,188,76,L
ply111,Thomas,Lemar,France,11/12/1995,4,11,Midfielder,171,66,L
ply112,Marcos,Llorente,Spain,1/30/1995,4,14,Midfielder,184,74,R
ply113,,Saul,Spain,11/21/1994,4,17,Midfielder,184,77,L
ply114,Angel,Correa,Argentina,3/9/1995,4,10,Forward,171,70,R
ply115,Antoine,Griezmann,France,3/21/1991,4,8,Forward,176,73,L
ply116,Joao,Felix,Portugal,11/10/1999,4,7,Forward,181,72,
ply117,Matheus,Cunha,Brazil,5/27/1999,4,9,Forward,184,75,R
ply118,Alvaro,Morata,Spain,10/23/1992,4,19,Forward,187,82,R
ply119,Pablo,Vercellone,Argentina,4/24/1968,4,,Goalkeeping,,,
ply120,Oscar,Ortega,Uruguay,3/29/1958,4,,Athletic,,,
ply121,Oscar,Pitillas,Spain,10/16/1971,4,,Rehab,,,
ply122,Manuel,Neuer,Germany,3/27/1986,5,1,Goalkeeper,193,92,R
ply123,Johannes,Schenk,Germany,1/13/2003,5,35,Goalkeeper,191,,
ply124,Sven,Ulreich,Germany,8/3/1988,5,26,Goalkeeper,192,87,R
ply125,Alphonso,Davies,Canada,11/2/2000,5,19,Defender,185,77,L
ply126,Matthijs de,Ligt,Netherlands,8/12/1999,5,4,Defender,189,89,R
ply127,Lucas,Hernandez,France,2/14/1996,5,21,Defender,184,79,L
ply128,Noussair,Mazraoui,Morocco,11/14/1997,5,40,Defender,183,78,R
ply129,Benjamin,Pavard,France,3/28/1996,5,5,Defender,186,81,R
ply130,Bouna,Sarr,Senegal,1/31/1992,5,20,Defender,178,71,R
ply131,Josip,Stanisic,Croatia,4/2/2000,5,44,Defender,186,77,
ply132,Dayot,Upamecano,France,10/27/1998,5,2,Defender,186,90,R
ply133,Leon,Goretzka,Germany,2/6/1995,5,8,Midfielder,189,82,R
ply134,Ryan,Gravenberch,Netherlands,6/15/2002,5,38,Midfielder,190,83,R
ply135,Joshua,Kimmich,Germany,2/8/1995,5,6,Midfielder,177,75,R
ply136,Jamal,Musiala,Germany,2/26/2003,5,42,Midfielder,183,70,R
ply137,Marcel,Sabitzer,Austria,3/17/1994,5,18,Midfielder,177,76,R
ply138,Paul,Wanner,Germany,12/23/2005,5,14,Midfielder,185,72,L
ply139,Eric Maxim,Choupo-Moting,Cameroon,3/23/1989,5,13,Forward,191,90,R
ply140,Kingsley,Coman,France,6/13/1996,5,11,Forward,180,76,R
ply141,Serge,Gnabry,Germany,7/14/1995,5,7,Forward,176,77,R
ply142,Sadio,Mane,Senegal,4/10/1992,5,17,Forward,174,69,R
ply143,Thomas,Muller,Germany,9/13/1989,5,25,Forward,185,76,R
ply144,Leroy,Sane,Germany,1/11/1996,5,10,Forward,183,80,L
ply145,Mathys,Tel,France,4/27/2005,5,39,Forward,183,75,R
ply146,Toni,Tapalovic,Croatia,10/10/1980,5,,Goalkeeping,185,83,
ply147,Holger,Broich,Germany,9/18/1974,5,,Fitness,,,
ply148,Stephan,Kerth,Germany,9/23/1988,5,,Fitness,,,
ply149,Simon,Martinello,Italy,11/1/1984,5,,Fitness,,,
ply150,Peter,Schlosser,Germany,,5,,Rehab,,,
ply151,Thomas,Wilhelmi,Germany,5/11/1967,5,,Rehab,,,
ply152,Vitus,Angerer,Germany,10/1/1985,5,,Game,,,
ply153,Michael,Cuper,Germany,1/8/1985,5,,Game,,,
ply154,Maximilian,Luckner,Germany,,5,,Game,,,
ply155,Mathias,Reiter,Germany,,5,,Game,,,
ply156,Maximilian,Schwab,Germany,11/28/1988,5,,Game,,,
ply157,Giacomo,Stey,Germany,3/21/1994,5,,Game,,,
ply158,Michael,Niemeyer,Germany,4/6/1971,5,,Chief,,,
ply159,Maximilian,Pelka,Germany,5/24/1988,5,,Chief,,,R
ply160,Goktug,Baytekin,Turkey,11/20/2004,6,74,Goalkeeper,,,
ply161,Emre,Bilgin,Turkey,2/26/2004,6,99,Goalkeeper,188,80,L
ply162,Ersin,Destanoglu,Turkey,1/1/2001,6,1,Goalkeeper,195,88,R
ply163,Mert,Gunok,Turkey,3/1/1989,6,34,Goalkeeper,196,92,R
ply164,Utku,Yuvakuran,Turkey,11/2/1997,6,97,Goalkeeper,192,81,R
ply165,Tayfur,Bingol,Turkey,1/11/1993,6,,Defender,180,71,R
ply166,Halil,Duman,Turkey,3/8/2001,6,,Defender,,,
ply167,Arthur,Masuaku,Congo DR,11/7/1993,6,25,Defender,179,70,L
ply168,Umut,Meras,Turkey,12/20/1995,6,77,Defender,178,73,L
ply169,,Montero,Spain,1/14/1999,6,4,Defender,185,76,L
ply170,Valentin,Rosier,France,8/19/1996,6,2,Defender,175,70,R
ply171,Romain,Saiss,Morocco,3/26/1990,6,26,Defender,188,80,L
ply172,Tayyip,Sanuc,Turkey,12/17/1999,6,,Defender,188,80,R
ply173,Emrecan,Uzunhan,Turkey,2/26/2001,6,14,Defender,,,
ply174,Welinton,Souza,Brazil,4/10/1989,6,23,Defender,181,81,R
ply175,Oguzhan,Akgun,Turkey,7/13/2001,6,33,Midfielder,174,,L
ply176,Dele,Alli,England,4/11/1996,6,11,Midfielder,188,80,R
ply177,Gedson,Fernandes,Portugal,1/9/1999,6,83,Midfielder,184,71,R
ply178,Atiba,Hutchinson,Canada,2/8/1983,6,13,Midfielder,187,83,R
ply179,,Josef,Brazil,2/11/1989,6,5,Midfielder,188,82,R
ply180,Kerem,Kesgin,Turkey,11/5/2000,6,17,Midfielder,176,76,R
ply181,Muhayer,Oktay,Turkey,4/28/1999,6,45,Midfielder,180,75,
ply182,Demir,Tiknaz,Turkey,8/17/2004,6,68,Midfielder,,,
ply183,Salih,Ucan,Turkey,1/6/1994,6,8,Midfielder,182,72,R
ply184,Necip,Uysal,Turkey,1/24/1991,6,20,Midfielder,180,76,R
ply185,Berkay,Vardar,Azerbaijan,1/14/2003,6,22,Midfielder,,,
ply186,Tyler,Boyd,USA,12/30/1994,6,30,Forward,183,74,R
ply187,Rachid,Ghezzal,Algeria,5/9/1992,6,18,Forward,182,70,L
ply188,Jackson,Muleka,Congo DR,10/4/1999,6,40,Forward,180,77,R
ply189,Georges-Kevin,N'Koudou,France,2/13/1995,6,7,Forward,172,68,R
ply190,Nathan,Redmond,England,3/6/1994,6,,Forward,173,69,R
ply191,Cenk,Tosun,Turkey,6/7/1991,6,9,Forward,183,78,R
ply192,Wout,Weghorst,Netherlands,8/7/1992,6,10,Forward,197,84,R
ply193,Gregor,Kobel,Switzerland,12/6/1997,7,1,Goalkeeper,196,88,R
ply194,Marcel,Lotka,Poland,5/25/2001,7,35,Goalkeeper,190,85,R
ply195,Alexander,Meyer,Germany,4/13/1991,7,33,Goalkeeper,195,90,R
ply196,Luca,Unbehaun,Germany,2/27/2001,7,38,Goalkeeper,185,82,R
ply197,Soumaila,Coulibaly,France,10/14/2003,7,44,Defender,190,82,L
ply198,Raphael,Guerreiro,Portugal,12/22/1993,7,13,Defender,170,71,L
ply199,Mats,Hummels,Germany,12/16/1988,7,15,Defender,191,94,R
ply200,Mateu,Morey,Spain,3/2/2000,7,2,Defender,173,67,R
ply201,Thomas,Meunier,Belgium,9/12/1991,7,24,Defender,191,90,R
ply202,Felix,Passlack,Germany,5/29/1998,7,30,Defender,170,74,R
ply203,Tom,Rothe,Germany,10/29/2004,7,36,Defender,193,88,L
ply204,Nico,Schlotterbeck,Germany,12/1/1999,7,4,Defender,191,86,L
ply205,Nico,Schulz,Germany,4/1/1993,7,14,Defender,181,83,L
ply206,Niklas,Sule,Germany,9/3/1995,7,25,Defender,195,97,R
ply207,Jude,Bellingham,England,6/29/2003,7,22,Midfielder,186,75,R
ply208,Julian,Brandt,Germany,5/2/1996,7,19,Midfielder,185,83,R
ply209,Emre,Can,Germany,1/12/1994,7,23,Midfielder,186,86,R
ply210,Mahmoud,Dahoud,Germany,1/1/1996,7,8,Midfielder,178,68,R
ply211,Goktan,Gurpuz,Germany,1/22/2003,7,42,Midfielder,175,60,R
ply212,Thorgan,Hazard,Belgium,3/29/1993,7,10,Midfielder,175,71,R
ply213,Abdoulaye,Kamara,Guinea,11/6/2004,7,32,Midfielder,182,77,R
ply214,Justin,Njinmah,Germany,11/15/2000,7,49,Midfielder,184,75,R
ply215,Salih,Ozcan,Turkey,1/11/1998,7,6,Midfielder,182,74,R
ply216,Antonios,Papadopoulos,Germany,9/10/1999,7,47,Midfielder,185,83,R
ply217,Gio,Reyna,USA,11/13/2002,7,7,Midfielder,185,79,R
ply218,Marius,Wolf,Germany,5/27/1995,7,17,Midfielder,187,81,R
ply219,Karim,Adeyemi,Germany,1/18/2002,7,27,Forward,177,68,L
ply220,Jamie,Bynoe-Gittens,England,8/8/2004,7,43,Forward,175,70,R
ply221,Sebastien,Haller,Ivory Coast,6/22/1994,7,9,Forward,190,82,R
ply222,Donyell,Malen,Netherlands,1/19/1999,7,21,Forward,179,68,R
ply223,Anthony,Modeste,France,4/14/1988,7,20,Forward,187,84,R
ply224,Youssoufa,Moukoko,Germany,11/20/2004,7,18,Forward,179,72,L
ply225,Marco,Reus,Germany,5/31/1989,7,11,Forward,180,71,R
ply226,Matthias,Kleinsteiber,Germany,1/5/1978,7,,Goalkeeping,188,85,
ply227,Mathias,Kolodziej,Germany,4/4/1988,7,,Athletic,194,,
ply228,Dennis,Morschel,Germany,2/21/1985,7,,Athletic,194,,
ply229,Florian,Wangler,Germany,1/16/1980,7,,Athletic,,,
ply230,Johannes,Wieber,Germany,9/9/1972,7,,Athletic,,,
ply231,Thorben,Voeste,Germany,6/10/1981,7,,Rehab,,,
ply232,Olaf,Wehmer,Germany,6/1/1980,7,,Rehab,,,
ply233,Frank,Zollner,Germany,2/20/1968,7,,Rehab,,,
ply234,Otto,Addo,Ghana,6/9/1975,7,,Special,188,80,R
ply235,Serdar,Ayar,Germany,4/22/1972,7,,Game,,,
ply236,Mario,Baric,Germany,11/10/1984,7,,Game,,,
ply237,Daniel,Ackermann,Germany,7/29/1981,7,,Video,182,81,
ply238,Frank,Rutemoller,Germany,7/28/1983,7,,Video,,,
ply239,Kai-Norman,Schulz,Germany,5/2/1974,7,,Chief,,,
ply240,Philipp,Laux,Germany,1/25/1973,7,,Chief,182,82,
ply241,Dario,Marzino,Switzerland,9/19/1996,8,40,Goalkeeper,184,80,R
ply242,Anthony,Racioppi,Switzerland,12/31/1998,8,1,Goalkeeper,188,80,R
ply243,David von,Ballmoos,Switzerland,12/30/1994,8,26,Goalkeeper,192,90,R
ply244,Leandro,Zbinden,Switzerland,7/30/2002,8,61,Goalkeeper,189,83,
ply245,Aurele,Amenda,Switzerland,7/31/2003,8,4,Defender,194,90,
ply246,Loris,Benito,Switzerland,1/7/1992,8,23,Defender,186,85,L
ply247,Lewin,Blum,Switzerland,7/27/2001,8,27,Defender,181,75,
ply248,Mohamed,Camara,Guinea,8/28/1997,8,13,Defender,191,80,R
ply249,Ulisses,Garcia,Switzerland,1/11/1996,8,21,Defender,183,82,L
ply250,Sandro,Lauper,Switzerland,10/25/1996,8,30,Defender,186,73,R
ply251,Fabian,Lustenberger,Switzerland,5/2/1988,8,28,Defender,182,73,R
ply252,Quentin,Maceiras,Switzerland,10/10/1995,8,24,Defender,181,75,R
ply253,Cedric,Zesiger,Switzerland,6/24/1998,8,5,Defender,194,88,L
ply254,Miguel,Chaiwa,Zambia,6/7/2004,8,14,Midfielder,179,73,R
ply255,Theo,Golliard,Switzerland,9/27/2002,,,Midfielder,172,68,
ply256,Kastriot,Imeri,Switzerland,6/27/2000,8,29,Midfielder,181,75,R
ply257,Cheikh,Niasse,Senegal,1/19/2000,8,20,Midfielder,188,69,R
ply258,Esteban,Petignat,Switzerland,5/17/2000,8,6,Midfielder,177,71,R
ply259,Fabian,Rieder,Switzerland,2/16/2002,8,32,Midfielder,181,74,L
ply260,Donat,Rrudhani,Kosovo,5/2/1999,8,22,Midfielder,188,78,L
ply261,Kevin,Ruegg,Switzerland,8/5/1998,8,17,Midfielder,173,77,R
ply262,Vincent,Sierro,Switzerland,10/8/1995,8,8,Midfielder,185,79,R
ply263,Filip,Ugrinic,Switzerland,1/5/1999,8,7,Midfielder,184,88,R
ply264,Jonathan De,Donno,Switzerland,2/16/2002,8,,Forward,,,
ply265,Meschack,Elia,Congo DR,8/6/1997,8,15,Forward,173,67,R
ply266,Christian,Fassnacht,Switzerland,11/11/1993,8,16,Forward,185,77,R
ply267,Cedric,Itten,Switzerland,12/27/1996,8,11,Forward,190,84,R
ply268,Joel,Monteiro,Portugal,8/5/1999,8,77,Forward,191,81,R
ply269,Jean-Pierre,Nsame,Cameroon,5/1/1993,8,18,Forward,188,89,R
ply270,Marcus,Bettinelli,England,5/24/1992,9,13,Goalkeeper,194,84,R
ply271,,Kepa,Spain,10/3/1994,9,1,Goalkeeper,186,85,R
ply272,Edouard,Mendy,Senegal,3/1/1992,9,16,Goalkeeper,196,86,R
ply273,,Azpilicueta,Spain,8/28/1989,9,28,Defender,178,75,R
ply274,Ben,Chilwell,England,12/21/1996,9,21,Defender,180,78,L
ply275,,Cucurella,Spain,7/22/1998,9,32,Defender,175,68,L
ply276,Wesley,Fofana,France,12/17/2000,9,33,Defender,190,76,R
ply277,Reece,James,England,12/8/1999,9,24,Defender,180,91,R
ply278,Kalidou,Koulibaly,Senegal,6/20/1991,9,26,Defender,187,89,R
ply279,Thiago,Silva,Brazil,9/22/1984,9,6,Defender,183,79,R
ply280,Trevoh,Chalobah,England,7/5/1999,9,14,Midfielder,191,84,R
ply281,Carney,Chukwuemeka,England,10/20/2003,9,30,Midfielder,185,70,R
ply282,Conor,Gallagher,England,2/6/2000,9,23,Midfielder,182,74,R
ply283,Kai,Havertz,Germany,6/11/1999,9,29,Midfielder,189,82,L
ply284,,Jorginho,Italy,12/20/1991,9,5,Midfielder,180,68,R
ply285,N'Golo,Kante,France,3/29/1991,9,7,Midfielder,168,68,R
ply286,Mateo,Kovacic,Croatia,5/6/1994,9,8,Midfielder,177,75,R
ply287,Ruben,Loftus-Cheek,England,1/23/1996,9,12,Midfielder,191,83,R
ply288,Mason,Mount,England,1/10/1999,9,19,Midfielder,180,74,R
ply289,Denis,Zakaria,Switzerland,11/20/1996,9,20,Midfielder,191,81,R
ply290,Pierre-Emerick,Aubameyang,Gabon,6/18/1989,9,9,Forward,187,80,R
ply291,Armando,Broja,Albania,9/10/2001,9,18,Forward,191,75,R
ply292,Christian,Pulisic,USA,9/18/1998,9,10,Forward,177,73,R
ply293,Raheem,Sterling,England,12/8/1994,9,17,Forward,170,69,R
ply294,Hakim,Ziyech,Morocco,3/19/1993,9,22,Forward,181,70,L
ply295,,Hilario,Portugal,10/21/1975,9,,Goalkeeping,189,85,
ply296,Ben,Roberts,England,6/22/1975,9,,Goalkeeping,184,78,
ply297,James,Russell,England,9/19/1987,9,,Goalkeeping,178,74,
ply298,Matt,Birnie,England,7/10/1987,9,,Fitness,,,
ply299,Will,Tullett,England,8/1/1980,9,,Fitness,,,
ply300,James,Melbourne,England,7/22/1981,9,,Chief,,,
ply301,Senne,Lammens,Belgium,7/7/2002,10,91,Goalkeeper,193,70,R
ply302,Simon,Mignolet,Belgium,3/6/1988,10,22,Goalkeeper,193,88,R
ply303,Nick,Shinton,Belgium,5/10/2001,,33,Goalkeeper,194,81,L
ply304,Dedryck,Boyata,Belgium,11/28/1990,10,28,Defender,188,84,R
ply305,,Clinton,Angola,11/7/1992,10,77,Defender,180,72,R
ply306,Ibe,Hautekiet,Belgium,4/13/2002,10,,Defender,182,71,L
ply307,Brandon,Mechele,Belgium,1/28/1993,10,44,Defender,190,81,R
ply308,Bjorn,Meijer,Netherlands,3/18/2003,10,14,Defender,190,,L
ply309,Denis,Odoi,Belgium,5/27/1988,10,6,Defender,178,72,R
ply310,Kyriani,Sabbe,Belgium,1/26/2005,,,Defender,,,
ply311,Eduard,Sobol,Ukraine,4/20/1995,10,2,Defender,186,74,L
ply312,Jorne,Spileers,Belgium,1/21/2005,10,58,Defender,,,R
ply313,Abakar,Sylla,Ivory Coast,12/25/2002,10,94,Defender,,,L
ply314,Lynnt,Audoor,Belgium,10/13/2003,10,89,Midfielder,182,,R
ply315,Eder,Balanta,Colombia,2/28/1993,10,3,Midfielder,180,84,L
ply316,Noah,Mbamba-Muanda,Belgium,1/5/2005,10,72,Midfielder,184,,R
ply317,Casper,Nielsen,Denmark,4/29/1994,10,27,Midfielder,182,71,R
ply318,Raphael,Onyedika,Nigeria,4/19/2001,10,15,Midfielder,184,,R
ply319,Owen,Otasowie,USA,1/6/2001,10,8,Midfielder,191,82,R
ply320,Mats,Rits,Belgium,7/18/1993,10,26,Midfielder,178,73,R
ply321,Cisse,Sandra,Belgium,12/16/2003,10,98,Midfielder,184,74,L
ply322,Hans,Vanaken,Belgium,8/24/1992,10,20,Midfielder,195,77,R
ply323,Ruud,Vormer,Netherlands,5/11/1988,10,25,Midfielder,178,77,R
ply324,Tajon,Buchanan,Canada,2/8/1999,10,17,Forward,183,68,R
ply325,Arne,Engels,Belgium,9/8/2003,10,94,Forward,185,71,R
ply326,Ferran,Jutgla,Spain,2/1/1999,10,9,Forward,175,75,R
ply327,Noa,Lang,Netherlands,6/17/1999,10,10,Forward,173,70,R
ply328,Cyle,Larin,Canada,4/17/1995,10,11,Forward,188,86,R
ply329,Antonio,Nusa,Norway,4/17/2005,10,32,Forward,180,,R
ply330,Daniel,Perez,Venezuela,1/17/2002,10,30,Forward,190,77,R
ply331,Andreas Skov,Olsen,Denmark,12/29/1999,10,7,Forward,187,75,L
ply332,Kamal,Sowah,Ghana,1/9/2000,10,19,Forward,179,66,L
ply333,Roman,Yaremchuk,Ukraine,11/27/1995,10,70,Forward,191,79,R
ply334,Peter,Mollez,Belgium,9/23/1983,10,,Goalkeeping,183,83,
ply335,Denis,Boyko,Ukraine,1/29/1988,11,71,Goalkeeper,197,85,R
ply336,Georgiy,Bushchan,Ukraine,5/31/1994,11,1,Goalkeeper,196,84,R
ply337,Denys,Ignatenko,Ukraine,1/11/2003,11,74,Goalkeeper,,,
ply338,Vladyslav,Kucheruk,Ukraine,2/14/1999,11,31,Goalkeeper,191,81,R
ply339,Valentyn,Morgun,Ukraine,8/10/2001,11,51,Goalkeeper,189,78,
ply340,Ruslan,Neshcheret,Ukraine,1/22/2002,11,35,Goalkeeper,190,81,
ply341,Anton,Bol,Ukraine,1/8/2003,11,3,Defender,187,78,
ply342,Mykyta,Burda,Ukraine,3/24/1995,11,6,Defender,187,80,R
ply343,Vladyslav,Dubinchak,Ukraine,7/1/1998,11,44,Defender,173,62,L
ply344,Tomasz,Kedziora,Poland,6/11/1994,11,94,Defender,183,73,R
ply345,Volodymyr,Kostevych,Ukraine,10/23/1992,11,21,Defender,174,62,L
ply346,Mykyta,Kravchenko,Ukraine,6/14/1997,11,21,Defender,182,77,R
ply347,Denys,Popov,Ukraine,2/17/1999,11,4,Defender,185,81,
ply348,Oleksandr,Syrota,Ukraine,6/11/2000,11,34,Defender,193,78,L
ply349,Oleksandr,Tymchyk,Ukraine,1/20/1997,11,24,Defender,180,67,R
ply350,Kostiantyn,Vivcharenko,Ukraine,6/10/2002,11,2,Defender,178,76,
ply351,Ilya,Zabarnyi,Ukraine,9/1/2002,11,25,Defender,186,81,R
ply352,Oleksandr,Andriyevskyi,Ukraine,6/25/1994,11,18,Midfielder,179,75,L
